"INDUSTRY_9S","Education","Sex","Age","Item","UNIT","2009 Year","2010 Year","2011 Year","2012 Year","2013 Year","2014 Year","2015 Year","2016 Year","2017 Year","2018 Year","2019 Year",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","25 ~ 29","Hours worked","Hours","186.5","183","181.6","176.2","166","169.2","186.5","176.4","180.6","175.9","168.5",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","25 ~ 29","Total monthly wage (including monthly special payment)","In Thousand Won","1656","1374","1586","1648","1878","2053","1915","2691","1986","2086","2227",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","25 ~ 29","Employment","Persons","301","349","277","262","186","152","183","96","99","160","181",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","30 ~ 34","Hours worked","Hours","190.8","191.4","178.5","166.4","164.5","172.3","188.2","183.1","177.4","169.8","178.7",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","30 ~ 34","Total monthly wage (including monthly special payment)","In Thousand Won","1760","1711","1809","1896","1864","2071","2064","2241","2434","2468","2595",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","30 ~ 34","Employment","Persons","119","253","335","277","354","226","287","265","212","123","212",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","35 ~ 39","Hours worked","Hours","198.1","196.6","182.2","184.8","169.2","171","186.2","185","162.4","151.9","152.6",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","35 ~ 39","Total monthly wage (including monthly special payment)","In Thousand Won","1851","1740","1850","1847","2001","2360","2369","2176","2252","2487","2510",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","35 ~ 39","Employment","Persons","234","159","251","224","321","297","258","196","194","201","288",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","40 ~ 44","Hours worked","Hours","194.2","201.4","183.8","171.7","181.8","172.6","171","177.3","184.3","174.3","167.6",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","40 ~ 44","Total monthly wage (including monthly special payment)","In Thousand Won","1588","1542","2026","2331","3234","2287","1957","2583","3027","3762","3549",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","40 ~ 44","Employment","Persons","150","315","146","181","113","333","319","431","319","278","354",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","45 ~ 49","Hours worked","Hours","189.4","185.5","185.2","183.2","191.4","183.2","202.2","198.9","177.6","166.3","167.3",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","45 ~ 49","Total monthly wage (including monthly special payment)","In Thousand Won","1717","1714","1401","1433","1646","2704","3308","1998","3059","2805","3324",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","45 ~ 49","Employment","Persons","111","132","51","135","113","58","109","113","314","326","257",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","50 ~ 54","Hours worked","Hours","183.1","183.7","-","137.7","156","156","158.6","159.4","176.7","163.4","172.7",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","50 ~ 54","Total monthly wage (including monthly special payment)","In Thousand Won","2556","2050","-","1541","4884","1088","3110","2179","2274","2253","2487",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","50 ~ 54","Employment","Persons","21","60","-","28","26","32","76","89","105","136","207",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","55 ~ 59","Hours worked","Hours","208","-","-","-","188.2","-","176","148","203.1","209","174.7",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","55 ~ 59","Total monthly wage (including monthly special payment)","In Thousand Won","1779","-","-","-","3128","-","2015","1455","4111","3600","2745",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","55 ~ 59","Employment","Persons","9","-","-","-","23","-","4","101","62","10","63",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","60 years old and over","Hours worked","Hours","-","165","-","160","152","152","-","192.3","194.6","164.2","189.8",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","60 years old and over","Total monthly wage (including monthly special payment)","In Thousand Won","-","1064","-","1090","720","1585","-","2473","2525","3507","3170",
"Sewerage, waste management, materials recovery and remediation activities","Jonior college","Female","60 years old and over","Employment","Persons","-","13","-","40","18","10","-","28","60","33","63",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","19 years old and less","Hours worked","Hours","-","-","-","-","-","-","-","-","-","-","-",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","19 years old and less","Total monthly wage (including monthly special payment)","In Thousand Won","-","-","-","-","-","-","-","-","-","-","-",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","19 years old and less","Employment","Persons","-","-","-","-","-","-","-","-","-","-","-",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","20 ~ 24","Hours worked","Hours","176","171.2","189.2","201.4","169.2","175.4","186.7","198.1","181","177.6","156",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","20 ~ 24","Total monthly wage (including monthly special payment)","In Thousand Won","1504","1827","2240","1857","1808","2168","1912","1781","3093","3745","2673",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","20 ~ 24","Employment","Persons","35","37","84","60","119","58","70","62","159","139","150",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","25 ~ 29","Hours worked","Hours","191.7","183.2","179.5","178","171.2","169.6","180.8","181.3","191.1","166","164.7",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","25 ~ 29","Total monthly wage (including monthly special payment)","In Thousand Won","1873","1812","1956","1963","2237","2235","2405","2376","2582","2594","2898",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","25 ~ 29","Employment","Persons","1801","1904","1277","1413","1669","1142","1244","1115","1334","1608","1748",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","30 ~ 34","Hours worked","Hours","196.4","189","182.2","177.6","173.4","168.1","178.4","180","187.5","170","167.8",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","30 ~ 34","Total monthly wage (including monthly special payment)","In Thousand Won","2376","2440","2307","2482","2740","2754","2805","2956","2920","3075","3192",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","30 ~ 34","Employment","Persons","1765","2061","2533","2703","3019","2200","2267","1867","2368","2445","2489",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","35 ~ 39","Hours worked","Hours","199.5","193.9","185.8","179.2","173.8","172.2","181.3","182.2","180.8","168.7","167.3",
"Sewerage, waste management, materials recovery and remediation activities","College and university and over","Male","35 ~ 39","Total monthly wage (including monthly special payment)","In Thousand Won","2830","2836","2782","2982","3202","3325","3390","3387","3607","3738","3866",
