Industry,Education,Sex,Age,Item,UNIT,2002 Year,2003 Year,2004 Year,2005 Year,2006 Year,2007 Year,2008 Year
6,Under middle shcool,Male,55 ~ 59,Employment,Persons,1567,1233,1539,1257,1041,1240,2173
6,Under middle shcool,Male,60 years old and over,Total hours worked,Hours,201.8,185.4,193.2,212.2,207.1,244.5,205.7
6,Under middle shcool,Male,60 years old and over,Monthly Total wage,Won,1096785,1172387,1181358,1279513,989125,1149755,1444598
6,Under middle shcool,Male,60 years old and over,Employment,Persons,1648,1964,1914,2097,2867,1792,1987
6,Under middle shcool,Female,19 years old and less,Total hours worked,Hours,211.5,219,,,185,,190
6,Under middle shcool,Female,19 years old and less,Monthly Total wage,Won,620067,793586,,,1024000,,917000
6,Under middle shcool,Female,19 years old and less,Employment,Persons,75,58,,,1,,9
6,Under middle shcool,Female,20 ~ 24,Total hours worked,Hours,171.9,170.6,,193.2,219.4,188.3,151.4
6,Under middle shcool,Female,20 ~ 24,Monthly Total wage,Won,745303,1372136,,1042756,1287500,1194018,1091320
6,Under middle shcool,Female,20 ~ 24,Employment,Persons,33,279,,135,16,219,50
6,Under middle shcool,Female,25 ~ 29,Total hours worked,Hours,161.6,160,179.4,183,170.1,171.6,202
6,Under middle shcool,Female,25 ~ 29,Monthly Total wage,Won,1720596,1274000,1497382,1282354,1975353,1450286,1355636
6,Under middle shcool,Female,25 ~ 29,Employment,Persons,157,20,55,79,17,14,230
6,Under middle shcool,Female,30 ~ 34,Total hours worked,Hours,255.7,254.2,228.4,168,177.9,160,164.8
6,Under middle shcool,Female,30 ~ 34,Monthly Total wage,Won,691119,1050916,958652,1293706,2185571,1607125,2205699
6,Under middle shcool,Female,30 ~ 34,Employment,Persons,165,119,198,68,7,16,118
6,Under middle shcool,Female,35 ~ 39,Total hours worked,Hours,235.6,192.6,205,236.9,204.5,200.6,184.9
6,Under middle shcool,Female,35 ~ 39,Monthly Total wage,Won,834918,1060801,1272100,1517025,1147201,988750,1273794
6,Under middle shcool,Female,35 ~ 39,Employment,Persons,740,297,120,407,368,224,232
6,Under middle shcool,Female,40 ~ 44,Total hours worked,Hours,270.4,202,201,224.9,227.7,194,188.1
6,Under middle shcool,Female,40 ~ 44,Monthly Total wage,Won,974588,852996,999817,1083577,1236166,1039772,1303155
6,Under middle shcool,Female,40 ~ 44,Employment,Persons,1085,1142,865,518,1114,307,568
6,Under middle shcool,Female,45 ~ 49,Total hours worked,Hours,214.6,188.4,209.2,229,275.8,195.4,194.9
6,Under middle shcool,Female,45 ~ 49,Monthly Total wage,Won,845435,1001956,1046803,1033861,1138438,1124264,1289346
6,Under middle shcool,Female,45 ~ 49,Employment,Persons,1141,1514,1632,1453,879,740,1602
6,Under middle shcool,Female,50 ~ 54,Total hours worked,Hours,212.5,204,218,224,249.1,193.6,197.1
6,Under middle shcool,Female,50 ~ 54,Monthly Total wage,Won,856924,779899,1202483,1083364,1069189,963146,1027069
6,Under middle shcool,Female,50 ~ 54,Employment,Persons,1414,1272,662,1425,1003,996,1333
6,Under middle shcool,Female,55 ~ 59,Total hours worked,Hours,211.5,192.5,219.2,219.9,216.4,203.3,193.8
6,Under middle shcool,Female,55 ~ 59,Monthly Total wage,Won,969436,834252,863111,980408,1006442,931829,973554
6,Under middle shcool,Female,55 ~ 59,Employment,Persons,522,1255,1034,1114,730,609,1527
6,Under middle shcool,Female,60 years old and over,Total hours worked,Hours,176,192,192,220.2,144.9,203.2,193
6,Under middle shcool,Female,60 years old and over,Monthly Total wage,Won,763738,1106000,1106667,854022,1002698,880363,961467
6,Under middle shcool,Female,60 years old and over,Employment,Persons,231,101,132,1042,474,397,1712
6,High shcool,Male,19 years old and less,Total hours worked,Hours,193.1,191.6,227.6,191.4,163.3,188.4,188.9
6,High shcool,Male,19 years old and less,Monthly Total wage,Won,831128,786146,934466,929718,986914,1007473,1195636
6,High shcool,Male,19 years old and less,Employment,Persons,2567,1310,1267,2139,232,645,1133
6,High shcool,Male,20 ~ 24,Total hours worked,Hours,201.2,189.1,220.1,205.1,193.4,199.6,191.4
6,High shcool,Male,20 ~ 24,Monthly Total wage,Won,1128916,1070821,1105641,1152016,1288048,1255005,1244935
6,High shcool,Male,20 ~ 24,Employment,Persons,13050,12089,11210,11861,8847,9558,8695
6,High shcool,Male,25 ~ 29,Total hours worked,Hours,202.5,198.6,211.5,208.7,202.1,193.2,196.4
6,High shcool,Male,25 ~ 29,Monthly Total wage,Won,1333876,1414719,1414907,1477617,1599098,1554542,1518808
6,High shcool,Male,25 ~ 29,Employment,Persons,36065,31337,28577,28699,27372,21818,23862
6,High shcool,Male,30 ~ 34,Total hours worked,Hours,199.7,198.4,210.5,205.3,210.6,191.5,194.4
6,High shcool,Male,30 ~ 34,Monthly Total wage,Won,1483212,1612589,1604484,1720696,1860995,1785952,1779055
6,High shcool,Male,30 ~ 34,Employment,Persons,36135,39150,35062,31524,34603,32048,31393
6,High shcool,Male,35 ~ 39,Total hours worked,Hours,200.9,195.5,204.7,205.7,206.3,192.8,190.9
6,High shcool,Male,35 ~ 39,Monthly Total wage,Won,1645706,1769558,1846241,1864586,1988578,2114328,2127074
6,High shcool,Male,35 ~ 39,Employment,Persons,24766,25219,27253,26549,25610,25319,32090
6,High shcool,Male,40 ~ 44,Total hours worked,Hours,195.1,198.4,205.8,214.1,208.1,194.6,187.4
6,High shcool,Male,40 ~ 44,Monthly Total wage,Won,1799496,1998853,2031996,2055512,2241789,2092745,2274492
6,High shcool,Male,40 ~ 44,Employment,Persons,19266,19700,20881,16516,16161,20420,21479
6,High shcool,Male,45 ~ 49,Total hours worked,Hours,197.6,194.4,205.4,213.6,202.8,190.3,192.4
6,High shcool,Male,45 ~ 49,Monthly Total wage,Won,1835853,2037491,2099390,2148140,2273509,2468912,2517315
6,High shcool,Male,45 ~ 49,Employment,Persons,12415,12794,14131,14393,13203,11686,16282
6,High shcool,Male,50 ~ 54,Total hours worked,Hours,196.2,193.8,207.2,207.5,206.6,198.9,183.6
6,High shcool,Male,50 ~ 54,Monthly Total wage,Won,1898509,2117289,2002589,2230507,1982592,2216492,2512545
6,High shcool,Male,50 ~ 54,Employment,Persons,8163,7998,8772,6629,8581,10019,11730
6,High shcool,Male,55 ~ 59,Total hours worked,Hours,199.6,194.9,207.9,223.3,204.7,190.2,203.1
6,High shcool,Male,55 ~ 59,Monthly Total wage,Won,1693534,1947624,2164970,1939726,2700451,1877590,2485782
6,High shcool,Male,55 ~ 59,Employment,Persons,5880,5148,4404,3958,4557,5507,6779
6,High shcool,Male,60 years old and over,Total hours worked,Hours,195.4,200.6,208.9,199.9,227.8,198.3,216.6
6,High shcool,Male,60 years old and over,Monthly Total wage,Won,1697717,1809612,1756884,1685009,1926358,1599559,1974545
6,High shcool,Male,60 years old and over,Employment,Persons,3058,4560,5226,6150,2703,6811,6600
6,High shcool,Female,19 years old and less,Total hours worked,Hours,189.5,193.2,196.9,196,189.9,171,176.6
6,High shcool,Female,19 years old and less,Monthly Total wage,Won,804890,907760,1028309,1074910,1075038,1507211,1226655
6,High shcool,Female,19 years old and less,Employment,Persons,8661,5548,3899,2597,2260,2670,2315
6,High shcool,Female,20 ~ 24,Total hours worked,Hours,195.4,193.6,202,195.7,195.1,192.4,184.7
6,High shcool,Female,20 ~ 24,Monthly Total wage,Won,927896,996094,1094441,1122315,1271794,1321841,1320302
6,High shcool,Female,20 ~ 24,Employment,Persons,38617,31830,27251,18799,14014,12349,11653
6,High shcool,Female,25 ~ 29,Total hours worked,Hours,195.6,190.9,202,200.7,192.6,185.1,180.1
6,High shcool,Female,25 ~ 29,Monthly Total wage,Won,1094564,1188472,1296033,1312385,1367828,1398761,1474281
6,High shcool,Female,25 ~ 29,Employment,Persons,28003,27673,23879,22982,18651,20331,20032
6,High shcool,Female,30 ~ 34,Total hours worked,Hours,195.9,194.9,199.6,194.4,192.2,185.6,182.2
6,High shcool,Female,30 ~ 34,Monthly Total wage,Won,1203232,1208043,1294818,1360610,1324339,1489395,1668319
6,High shcool,Female,30 ~ 34,Employment,Persons,14973,15868,15851,14949,19162,16622,16286
6,High shcool,Female,35 ~ 39,Total hours worked,Hours,192.7,186.5,193.6,194.2,182.5,186.2,185
6,High shcool,Female,35 ~ 39,Monthly Total wage,Won,1037452,975977,1102405,1182034,1263697,1428145,1458293
6,High shcool,Female,35 ~ 39,Employment,Persons,8827,10415,12685,16802,11945,16932,19789
6,High shcool,Female,40 ~ 44,Total hours worked,Hours,188.4,192.8,196,196.5,193,179.6,193.5
6,High shcool,Female,40 ~ 44,Monthly Total wage,Won,1111977,1160637,1133437,1124388,1249998,1345241,1367836
6,High shcool,Female,40 ~ 44,Employment,Persons,9179,9717,11646,12404,11874,11971,17614
6,High shcool,Female,45 ~ 49,Total hours worked,Hours,191.2,190.5,197.2,201.6,202.8,183,192.2
6,High shcool,Female,45 ~ 49,Monthly Total wage,Won,1025679,1046061,1208274,1354280,1217878,1269452,1427183
6,High shcool,Female,45 ~ 49,Employment,Persons,4736,6414,7071,7887,8121,7970,12204
6,High shcool,Female,50 ~ 54,Total hours worked,Hours,228,189.4,189.4,203,196,186.2,187.5
6,High shcool,Female,50 ~ 54,Monthly Total wage,Won,1153190,998530,1204604,1454135,1227258,1225851,1507235
6,High shcool,Female,50 ~ 54,Employment,Persons,2217,3245,2148,2547,3970,2664,4999
6,High shcool,Female,55 ~ 59,Total hours worked,Hours,217.4,182,172.9,196.4,192.6,207.3,185.5
6,High shcool,Female,55 ~ 59,Monthly Total wage,Won,1123631,1240372,851829,1367592,952579,2386669,1324591
6,High shcool,Female,55 ~ 59,Employment,Persons,733,707,700,688,1198,1807,1469
6,High shcool,Female,60 years old and over,Total hours worked,Hours,199.9,202.4,166.5,205.8,213.9,188.5,181
6,High shcool,Female,60 years old and over,Monthly Total wage,Won,1350175,1546435,961725,1300000,1919372,2557331,1988909
6,High shcool,Female,60 years old and over,Employment,Persons,558,444,709,981,436,605,747
6,Jonior college,Male,19 years old and less,Total hours worked,Hours,,,,147.2,,,-
6,Jonior college,Male,19 years old and less,Monthly Total wage,Won,,,,791120,,,-
6,Jonior college,Male,19 years old and less,Employment,Persons,,,,50,,,-
6,Jonior college,Male,20 ~ 24,Total hours worked,Hours,193.9,192.5,204.1,192.8,206.2,189,203.2
6,Jonior college,Male,20 ~ 24,Monthly Total wage,Won,1116624,1059015,1118519,1239229,1426455,1449777,1495302
6,Jonior college,Male,20 ~ 24,Employment,Persons,6798,5404,5566,3183,3856,5086,3470
6,Jonior college,Male,25 ~ 29,Total hours worked,Hours,196.8,194,200.2,196.1,200.9,188.2,190.5
6,Jonior college,Male,25 ~ 29,Monthly Total wage,Won,1290307,1316775,1351210,1533972,1531500,1574740,1709580
6,Jonior college,Male,25 ~ 29,Employment,Persons,24999,24588,22831,21555,27834,21737,22961
6,Jonior college,Male,30 ~ 34,Total hours worked,Hours,192.9,195.3,201.7,198.1,198.7,187.8,184.6
6,Jonior college,Male,30 ~ 34,Monthly Total wage,Won,1565219,1636446,1689605,1823417,1823119,1943175,2095606
6,Jonior college,Male,30 ~ 34,Employment,Persons,22408,20669,19463,23390,17631,25457,21602
6,Jonior college,Male,35 ~ 39,Total hours worked,Hours,193.6,193.9,209.3,191.1,186.9,181.1,179.5
6,Jonior college,Male,35 ~ 39,Monthly Total wage,Won,1817702,1962405,1949084,2281545,2355465,2383762,2465953
6,Jonior college,Male,35 ~ 39,Employment,Persons,10388,8871,9722,11687,11798,14182,17915
6,Jonior college,Male,40 ~ 44,Total hours worked,Hours,188.2,188.8,203.3,195.3,195.2,191,190.5
6,Jonior college,Male,40 ~ 44,Monthly Total wage,Won,2168337,2149978,2197915,2356737,2682833,2391295,2620945
6,Jonior college,Male,40 ~ 44,Employment,Persons,4848,7073,6353,5199,7001,5855,7123
6,Jonior college,Male,45 ~ 49,Total hours worked,Hours,185.7,180.4,197.1,209.8,196.3,179.7,172.8
6,Jonior college,Male,45 ~ 49,Monthly Total wage,Won,2436927,2292935,2672081,2446575,2376869,3597161,2964065
6,Jonior college,Male,45 ~ 49,Employment,Persons,2610,1842,2567,2085,2725,3962,4135
6,Jonior college,Male,50 ~ 54,Total hours worked,Hours,192,189,203.7,179.2,180,201,177.7
6,Jonior college,Male,50 ~ 54,Monthly Total wage,Won,1825439,1995016,2202656,2440465,3848602,1941219,3120677
6,Jonior college,Male,50 ~ 54,Employment,Persons,641,979,921,1128,1079,1876,1297
6,Jonior college,Male,55 ~ 59,Total hours worked,Hours,180.3,202.2,221.7,196.9,228.9,173.1,176.1
6,Jonior college,Male,55 ~ 59,Monthly Total wage,Won,1510571,1070848,2216297,1620484,2055599,3229958,3889994
6,Jonior college,Male,55 ~ 59,Employment,Persons,275,276,595,432,789,1754,456
6,Jonior college,Male,60 years old and over,Total hours worked,Hours,189.5,210.3,207.5,188.8,174.7,185.6,191.4
6,Jonior college,Male,60 years old and over,Monthly Total wage,Won,1155389,1873118,3239179,1424261,1258500,2694096,2870398
6,Jonior college,Male,60 years old and over,Employment,Persons,284,638,463,570,6,308,293
6,Jonior college,Female,19 years old and less,Total hours worked,Hours,,,,210,,,-
6,Jonior college,Female,19 years old and less,Monthly Total wage,Won,,,,1166550,,,-
6,Jonior college,Female,19 years old and less,Employment,Persons,,,,111,,,-
6,Jonior college,Female,20 ~ 24,Total hours worked,Hours,199.6,198.3,203.2,192.1,186.7,193.2,188
6,Jonior college,Female,20 ~ 24,Monthly Total wage,Won,948333,979178,1059335,1249679,1208204,1201068,1343944
6,Jonior college,Female,20 ~ 24,Employment,Persons,20958,19463,15246,16006,12136,10989,11732
6,Jonior college,Female,25 ~ 29,Total hours worked,Hours,189.7,189.9,197.2,187.5,186.6,183.6,181.1
6,Jonior college,Female,25 ~ 29,Monthly Total wage,Won,1221184,1294018,1303390,1421536,1380065,1457768,1486686
6,Jonior college,Female,25 ~ 29,Employment,Persons,12410,16141,13482,14986,19975,20178,22104
6,Jonior college,Female,30 ~ 34,Total hours worked,Hours,189.9,181.5,196.4,188.2,192.8,183.2,178.8
6,Jonior college,Female,30 ~ 34,Monthly Total wage,Won,1466137,1581652,1442783,1625950,1627075,1770801,1781427
6,Jonior college,Female,30 ~ 34,Employment,Persons,4623,6674,5700,7663,7587,7596,8244
6,Jonior college,Female,35 ~ 39,Total hours worked,Hours,180.1,200.8,196.8,186.7,193.4,153.8,182.5
6,Jonior college,Female,35 ~ 39,Monthly Total wage,Won,1743169,1518615,1322695,1383754,1562825,1271222,1923523
6,Jonior college,Female,35 ~ 39,Employment,Persons,2178,1246,1652,2029,3218,2382,5499
6,Jonior college,Female,40 ~ 44,Total hours worked,Hours,180.3,182.6,197.1,190.7,199.6,171.3,185
6,Jonior college,Female,40 ~ 44,Monthly Total wage,Won,1137262,1379664,1366044,898548,1591384,1271260,1777367
6,Jonior college,Female,40 ~ 44,Employment,Persons,675,1152,1335,1426,1431,2803,2567
6,Jonior college,Female,45 ~ 49,Total hours worked,Hours,205.7,191.6,188.1,176.7,202.5,182,186.7
6,Jonior college,Female,45 ~ 49,Monthly Total wage,Won,1308390,1395040,1511603,1966025,1475978,1911875,2440124
6,Jonior college,Female,45 ~ 49,Employment,Persons,423,769,686,772,2313,304,1428
6,Jonior college,Female,50 ~ 54,Total hours worked,Hours,231.9,199,209,172,220.5,202.3,177
6,Jonior college,Female,50 ~ 54,Monthly Total wage,Won,899663,1103861,1093453,1161659,1246806,1826184,2140215
6,Jonior college,Female,50 ~ 54,Employment,Persons,368,287,464,88,67,853,233
6,Jonior college,Female,55 ~ 59,Total hours worked,Hours,,,192.7,208,242.7,184,172.8
6,Jonior college,Female,55 ~ 59,Monthly Total wage,Won,,,1173906,625000,1281130,4070000,3597306
6,Jonior college,Female,55 ~ 59,Employment,Persons,,,235,55,215,37,113
6,Jonior college,Female,60 years old and over,Total hours worked,Hours,215,196.2,192,185.3,,184,165
6,Jonior college,Female,60 years old and over,Monthly Total wage,Won,2083730,821297,1152000,2460658,,3248000,2316459
6,Jonior college,Female,60 years old and over,Employment,Persons,267,418,161,38,,37,27
6,College and university and over,Male,19 years old and less,Total hours worked,Hours,,,,179,,,-
6,College and university and over,Male,19 years old and less,Monthly Total wage,Won,,,,929750,,,-
6,College and university and over,Male,19 years old and less,Employment,Persons,,,,20,,,-
6,College and university and over,Male,20 ~ 24,Total hours worked,Hours,183.9,192.8,194.1,197.7,200.8,207.1,171.8
6,College and university and over,Male,20 ~ 24,Monthly Total wage,Won,1078351,1116178,992631,1434046,1275176,1908225,1406755
6,College and university and over,Male,20 ~ 24,Employment,Persons,1243,1301,892,1999,2047,1549,1966
6,College and university and over,Male,25 ~ 29,Total hours worked,Hours,181.2,184.5,193.6,184.3,187.3,172.7,172.2
6,College and university and over,Male,25 ~ 29,Monthly Total wage,Won,1392257,1477943,1606856,1840790,1897265,1864367,1950593
6,College and university and over,Male,25 ~ 29,Employment,Persons,37821,33402,29920,32405,29828,33223,36469
6,College and university and over,Male,30 ~ 34,Total hours worked,Hours,181.4,183.1,191.4,183.2,182.4,172.2,168.6
6,College and university and over,Male,30 ~ 34,Monthly Total wage,Won,1831877,1938322,2008109,2231010,2266046,2395255,2539745
6,College and university and over,Male,30 ~ 34,Employment,Persons,51533,46886,47677,48930,50772,50441,57717
6,College and university and over,Male,35 ~ 39,Total hours worked,Hours,177.9,184.1,190.1,182,181.7,174.2,169.8
6,College and university and over,Male,35 ~ 39,Monthly Total wage,Won,2187438,2360430,2521209,2715604,2958437,3027103,3121425
6,College and university and over,Male,35 ~ 39,Employment,Persons,35373,35610,32958,36007,37141,33976,40445
6,College and university and over,Male,40 ~ 44,Total hours worked,Hours,181.4,180.9,189.5,182.5,181.8,173,171.9
6,College and university and over,Male,40 ~ 44,Monthly Total wage,Won,2658255,3163387,3103590,3287316,3579868,3318533,3738855
6,College and university and over,Male,40 ~ 44,Employment,Persons,20735,22385,23163,23684,26744,25257,28960
6,College and university and over,Male,45 ~ 49,Total hours worked,Hours,182.6,183.9,189.5,183.8,185.1,176,174.6
6,College and university and over,Male,45 ~ 49,Monthly Total wage,Won,3345552,3149618,3304266,4004056,4184588,4209665,3986716
6,College and university and over,Male,45 ~ 49,Employment,Persons,10674,12162,11514,13235,15332,15481,18280
6,College and university and over,Male,50 ~ 54,Total hours worked,Hours,180.5,182.5,191.1,185,182.8,172.6,174
6,College and university and over,Male,50 ~ 54,Monthly Total wage,Won,3506613,3560795,3570140,4280034,4971573,4723936,4391622
